-2.500000000000000000e+00,-1.500000000000000000e+00
0.000000000000000000e+00,-1.300000000000000044e+00
-2.500000000000000000e+00,-1.100000000000000089e+00
0.000000000000000000e+00,-9.000000000000001332e-01
-2.500000000000000000e+00,-7.000000000000001776e-01
0.000000000000000000e+00,-5.000000000000002220e-01
-2.500000000000000000e+00,-3.000000000000002665e-01
0.000000000000000000e+00,-1.000000000000003109e-01
-2.500000000000000000e+00,9.999999999999964473e-02
0.000000000000000000e+00,2.999999999999996003e-01
-2.500000000000000000e+00,4.999999999999995559e-01
0.000000000000000000e+00,6.999999999999992895e-01
-2.500000000000000000e+00,8.999999999999994671e-01
0.000000000000000000e+00,1.099999999999999645e+00
-2.500000000000000000e+00,1.299999999999999378e+00
0.000000000000000000e+00,-1.500000000000000000e+00
2.500000000000000000e+00,-1.300000000000000044e+00
0.000000000000000000e+00,-1.100000000000000089e+00
2.500000000000000000e+00,-9.000000000000001332e-01
0.000000000000000000e+00,-7.000000000000001776e-01
2.500000000000000000e+00,-5.000000000000002220e-01
0.000000000000000000e+00,-3.000000000000002665e-01
2.500000000000000000e+00,-1.000000000000003109e-01
0.000000000000000000e+00,9.999999999999964473e-02
2.500000000000000000e+00,2.999999999999996003e-01
0.000000000000000000e+00,4.999999999999995559e-01
2.500000000000000000e+00,6.999999999999992895e-01
0.000000000000000000e+00,8.999999999999994671e-01
2.500000000000000000e+00,1.099999999999999645e+00
0.000000000000000000e+00,1.299999999999999378e+00
